tweet_id,Emotion,Text
1697145345,anger,My bbm is such a tool. Holy cow. I can't anymore. 
1661278727,joy,"@Agents_of_Info lol i hear yah, my job is slow at these times so i do enjoy that part and plus can't wait for xmas tree &amp; lights! "
1612625139,neutral, I would very much enjoy taking a Psychology class.Because I'm crazy . 
1653378210,fear,"@Erebuss ou... j'ai peur de la suite, "
1643374881,sadness, I'm afraid you'll have to find a parking meter . 
1682907183,anger, You can ’ t take me to jail ! What about my sleigh ? It ’ s Christmas Eve ! I have presents to deliver ! Rudolph ! Prancer ! Dancer ! Get help ! 
1687614038,sadness,The disqualification of two of my mates in the military service.
1690679654,anger,the worst part waiting for winter break is im already in it but can't leave school till Tuesday. &amp; I have nothing to do till then. 
1639163497,disgust,“@kayls12390: Dutch apple bagel with salmon cream cheese - @AbbySikes choice of breakfast. I guess that'll wake your taste buds up 
1610120435,surprise,"PRONTO, Repitoo Muy PRONTO Os Voy a Sorprender Con algo :D shhhh :D"
1670091388,joy,"living in my room, so I dont infect anyone else. "
1697819777,anger,I keep missing @NdotSmitty @Professor12 and @AlanStein 's @deucebrand give-a-ways becuase of work... I just want one
1628211874,fear,"Ontem fiz trança embutida com o cabelo molhado e quando fui dormir fiz um coque, ai agora soltei o cabelo e ele continua molhado o.O"
1607515507,sadness,"Such a sad day when my first boss, and owner of Newberry's one screen theatre, dies. #crazymanbutmissyouanyway"
1621902959,surprise,@SofromParis75 top!!! Trop heureuse d'avoir rencontré @DAMESKARLETTE !!! Un super moment peux pas en dire plus ... #amazon
1694206938,surprise,@RachelBush12x yeah I'm the funny one eating the buiscuit haha looka us on tv
1612885020,sadness,"I couldn't sleep, and began to remind of my childhood. We are many sisters and at that time we were spanked a lot and I don't know why I started to remind of the spanks they and I had had, their shouts when this happened."
1609933903,joy,I'm stressed out to the point I dont wanna do any more work. At least tomorrow is Friday! 
1672985833,anger,when people don't even have the decency to stop and check if someone waiting with their crashed car is alright.. #karma
1676570896,fear,I felt this feeling when one day my landlord's cat had crept under my bed and I couldn't cope with it during an hour and a half.
1653650363,disgust,First time ever 4 of 5 Top Albums in US are Canadian acts. But those include Nickelback and Justin Bieber.  
1658460857,fear,I returned home late from a party last night and I felt afraid trying to anticipate the reaction of my father.
1698879356,fear,Once while crossing a road I was overcome with fear.
1664062082,anger,Wow they better find my damn check . #rage
1689409052,joy,I had a wonderful evening . 
1670087547,anger,"Lucy knew she had to tell him something , so she said , ` She got mad with me when I admitted you 'd taken me for two bush walks . "
1634876888,joy,"@whiteysauto Next week, maybe? Playing catch-up this week. "
1626014175,anger,"When my mother and father split up I was angry: I felt deprived and \different\"" from other children at school."""
1693803322,sadness,"` We feel very strongly about that and that the law should be changed for future children , so that they should be spared the anguish of separation and no contact at all . "" "
1662435051,disgust,"Why does sex have to cross your mind? Cant you just think... Omg hes really happy with his BF. Nope. You me. Patethic, really."
1646857092,anger,A certain friend tried to push me off a seat in a very violent way for no apparent reason.  It may be that he was excited about something.
1601799954,fear,I was a little concerned that you put so much emphasis on return to work . 
1601983952,surprise,due today. Also the rent.
1643235808,neutral,I have made up my mind . I am getting a tattoo . 
1647372877,joy,"` They say the king 's left Welshpool with a small escort ahead of the army , "" volunteered a boy a yard or so in front of them , turning an excited face . "
1672579263,sadness,Let go of the distraction long enough 2 sense reality. @love_awaken       
1666816650,surprise,TREE LIGHTING! Bring more surprises! 
1611082229,neutral, thanks . 
1636974147,anger,When my room-mates were watching video-tapes and prevented me from watching the news.  The first feeling I had was that I was being treated unfairly and then came the feeling of anger.
1649476208,joy,When I received the acceptance letter from university.  I had just come home from work when my kind sister handed me an enveloppe which I opened and was overcome with joy.
1640092072,surprise,you know you're never at your 8am class when the people that sit on both sides of you say &quot;omg are you really here?&quot; 
1678459945,joy,Campus tour in the rain 
1692919370,surprise,"Ok, even een vraag voor de dames onder u. Hoe ziet rouge (make-up) er in verpakking uit? "
1676210122,sadness,Missing my life partner already @_yosoyviv :( 
1630769768,anger,After a hard day at the university I also had to make dinner that evening. It failed because of a frying pan which broke.
1688844668,joy,Black Friday is an event where companies handout free illnesses to individuals waiting for products the company is still profiting from.
1602787550,joy,Dis bitch in pain getting tatted &amp; tweetin at the same time! Lol. 
1682502942,anger,When I had an argument with my best friend and I thought that I was right and she was not.
1612876035,surprise,my dad comes home today and we never told him I got a new kitten.... let alone two; let's see how this goes. 
1690990592,sadness,I always get sad when I take my last sip of coffee.  
1646661707,anger,Both her mother and Lisa had been cross with her ; they both had felt she ought to settle down . 
1647462108,anger,"Seriously?? If Marcus had shouted a sob story he would have clearly won, but no a dignified talented act can't win.  "
1610411404,surprise,Off to my 2nd home....the music studio! Yayay! &lt;3 It's been a LONG while since I've been there! :') ..Practicing on my cover song. 
1697768323,surprise,@Leannnis Funny cause I have one for you come to the store tomorrow 
1659066879,fear,My apartment has had three robberies in the last month. The guy upstairs just got robbed making it the fourth.
1690782404,surprise,Kate 's voice was husky and bewildered . 
1697172846,anger,My roommate leaving my drawers in a mess after plowing thourgh them looking for something.
1698897462,joy,this week is going to be hell. then it's back to sheboygan.. 
1672168707,sadness,"I swear, every night I just creep my timeline till I reach where I left off #imoverit"
1698843821,fear,"Concerned as to whether he was adequately looking after himself , but especially concerned as to his future as a writer . "
1694387742,joy, That sounds so interesting . I wish I learned a hobby . 
1630521794,joy,“Happiness lies in the joy of achievement and the thrill of creative effort.” ~ #Quote ~ Franklin D. Roosevelt
1666263146,anger,"` Good heavens , no , lady "" came the indignant reply . "
1689228170,fear,"is  power. A beaten dog may you, but the second you turn your back he is going to strike. #RESPECT is power"
1622878567,anger,When someone threw a firecracker into my room at 7:00 am in the morning.
1627567029,surprise,Best wel zenuwachtig wel hoor afscheidsfeestje van m'n werk waar ik al 12 jaar werkzaam ben geweest @HAIRFRIENDSHAIR
1694642904,fear,"Equally inevitably , there was outrage and dismay in India . "
1624556224,joy,"Please don't mind me, I'm quite content waiting in line behind you and your week old sweat. "
1611441767,joy,ready to get this stupid senior exit finish! its my thanksgiving break and thats all ill be working on.....
1656486736,joy,"~ Parei pra pensa , uma par de pço vai muda de escola , outros vao pa noite , hooj foi a Despedida na , e se Pah o @FelipeeR122 {+]"
1643718434,joy,"organising my inbox :S In other news, my self assembled new office chair is still in one piece."
1689798466,joy,“@MsDivaInc: Sometimes I want to cry but my pride won't let me that's y I smile and laugh so much!!”&gt; thats our taking precedent! #POW
1631734156,anger, Leave me alone ! 
1606009146,neutral, Yeah . 
1624205728,sadness, NYU was my first choice . 
1674767221,sadness,"@sarahanisaa lagii sedih niih :'( data ke format tiink, mna ada video klipnya kamilah lagii "
1666030712,joy,When my boyfriend and I went out for a dinner and subsequently went to his family. We had a very nice evening.
1669403972,joy,Today is going to be filled with filling in application forms 
1612880290,joy,It was August 30th when I heard on the radio that I passed my M.C.E. exams and I was really happy and joyous because of the event.
1664857790,fear,Going to take my driving test.
1633512325,anger, What's wrong with heading out with Mark for vacation ? 
1644845542,fear,"A gang of screaming and drunk youths \captured\"" a tram."""
1618486328,anger,It was when my friend had stolen my money (K10) and had disappeared.
1626877186,joy,"Ah nan rien, en relisant mon cours, jvois que j'ai enfete completement raté "
1606198953,neutral," Oh , no ... "
1615466455,anger,"When I could not reason my friend, it angered me."
1618543072,anger,"I unfairly got a low mark on an exam and I failed to win a grant, since then I don't have much confidence in myself at an exam."
1611574077,sadness,nanakaw yung iTouch ng Kuya ko hinoldap sha :( yun pa naman gamit ko pang twitter tas marami akong naka favorite na vids doon :(
1690762727,anger,"Behind the scenes , British diplomats in Seoul , Korea were furious at the way last night 's meeting was handled . "
1643775016,joy,Wow just got a text that made my day :) 
1674347219,fear,When I was called for an Interview at Kamuzu College of Nursing.
1687089790,sadness,David coped with his grief by trying to save other youngsters from solvent abuse . 
1606565338,neutral, I am not ! 
1695237505,joy, is worldly and fleeting. is divine and constant. Which do you have?
1695804984,joy,Love is the highest vibration in the Universe. It sends shivers of up my spine!  for   and 
1625690602,joy,@DaisyAsana Sopranos. Its taking over my life... This time in 3 wks we'll be full and merry and have lots of lovely new gifts... 
1642889965,sadness, Oh . I just can ’ t forget it . 
1603767974,disgust,Can't stand guys that lie to girls saying they don't have a girl 
1667174689,surprise,She did n't want to trouble the penguin with the bewilderment in her eyes . 
1620498958,joy,My day off I have a dentist appointment. 
1638147841,joy,Oh god g-force and his pals are smashed and singing old school tunes downstairs 
1615947825,sadness,Death of a relative.
1636934783,joy,@tartan_nik yeeeees.  just around the neck line though which is v. attractive. thinking it's some sort of detergent allergy. #lookodd
1649217254,joy,When I was admitted to a Language school. On the day when I was informed by a message and my parents congratulated me.
1611393390,anger, Good heavens ! Don't bring that frog in the house . 
1647970179,neutral, Why are you choosing to leave a foreign country ? Many people are reluctant to leave the superior living environment abroad . 
1669942348,fear,"@goldenblades91 @BerticusMaximus it is exciting. except, yerno, I haven't finished my essay or my translation. "
1605981170,fear,"When I was 8 years old, I would usually come home from school with my mother in a car.  For the first time I had to take the school bus, and I mistook the bus stop and found myself two kilometres away from where I lived.  I was very scared, wondering how I would get back home."
1620283102,neutral,Should I ask Sara to the party ? 
1608281146,fear,"Just heard the strangest noise outside ever, sounded like a goat yet my minds convinced me its something ready to abduct me "
1694472084,joy,was just getting excited about getting our xmas tree all set up &amp; then D found our shed roof collapsed&amp; all decorations are crushed! 
1627974851,surprise,"@Mimimurguia I love you too! :) I know I made your present last year too, but this is wayyyy better! :D "
1610532331,anger,At boarding school someone put a lot of tiny thorns on my bed.  When I complained everybody began teasing me and laughing at my inability to find out my enemies.  I lost my temper.
1603760715,surprise,"PSA: With bikes (&amp; other things), you get what you pay for. Cheap bikes are (&amp; always will be) shite. #RevelationsFromTheTech"
1608947952,joy,Professor Winston said : ` I 'm thrilled to see them all here . 
1694551993,anger,"His mother had begun to feel very angry about his refusal to eat as he had started to lose weight , which worried her . "
1630679966,joy,just cant wait for this book talk tomorrow . haven't even finished the book yet . 
1627371563,joy,"Be a reminder to people of what they wish to be. Inspire, shine, glow."
1609668839,joy,Immense  to the FBCV Deaconess Ministry for hosting a very successful open house for the benefit of our  in  
1687282924,joy,Ugh I just remembered there is a monster test in Japanese tomorrow. 
1668408410,anger,"When my mother scolded me for coming home late, i.e after 7 P.M."
1674896790,anger," I have to do some things , and besides , it's not polite to be nosey . "
1634011489,surprise,dear jpii students be ready for a week of tests and quizzes over stuff you barely covered #jpiiproblems
1623650001,neutral, What's the route ? 
1669455864,anger,"Why ever did he bother to write them out ? the landlady asked , gravely vexed and insulted . "
1666511254,fear, I sometimes find the shadow of death in front of me . 
1653806564,anger, I have to work on Saturday all day ! I really hate my job ! 
1677376130,surprise,@mallorymoore13 hun. I've known I for 12 years I think u can figure it out! Maybe a Christmas present! me
1698069036,joy,2 mac books have been stolen in my dorm this week 
1609931004,surprise,Final Exam in Computers and Society 
1607657116,anger, What did you think you were doing ? 
1669353042,fear,@FahadJawad 100% Real Talk brother   #Punishment
1617584090,surprise,@brookieelove You may have blacked out last night but I guarantee you remember what happened this morning/afternoon. 
1689739769,joy,"During the period of falling in love, each time that we met and especially when we had not met for a long time."
1618385863,joy,"Weeping may endure for a night, but cometh in the morning. Ps. 30.5  #KingdomCometh #Joy #TY  \0/ #ElRoi ! \0/"
1636582902,joy,That little moment of when you find money lying around somewhere ;D #ohhappydays ;o
1667694839,neutral, Fair enough . Give it to me straight . Did she bully you into this ? 
1675999466,disgust,Did you know there's a remake of The Wicker Man?! Is nothing sacred? 
1659712432,joy,"I was happy when at difficult times I could find support in my friend and my fiance, I was happy because of their spiritual and moral help which gave me new power to struggle. I was happy then, I felt it in my soul."
1691585899,sadness," Yes , it was . I managed to sort out the problem , but I was tied up with the matter for over an hour . "
1651078432,fear,Factor Music! You boys is known for falling off but IT WONT BE MEEEE!
1665992807,sadness,Almost every month it seems as though some sad parent on the local news is bemoaning the loss of their teenager who died in this way . 
1649499010,neutral," Me , too , I can ’ t stop scratching . They are everywhere ! Sneaky little jerks . "
1601252072,surprise,"David filled her dreams ; the ecstasy of their lovemaking , and the pain and bewilderment of his abrupt departure . "
1629499012,surprise,"Goh, ik ben wel creatief als ik zo naar de surprise kijk die ik aant maken ben voor Maandag..  #moetmaarweer"
1612130511,joy,"When my special friend said \I love you\"" for the first time."""
1604211197,neutral, Ok . 
1638586061,neutral, Um . 
1652484354,disgust,guess ill watch this sorry ass steelers game... 
1601147173,fear,Head of horror &quot;@FuckMadonnaUni:  when no footballer wanted to risk contesting for a ball in the air with Bensela. of Head.&quot;
1671928605,fear,"@tobymeyjesCM @Charlotte_Amy I had surf Sunday today in Muizenberg, South Africa. Got three hours on the waves in between shark alerts-"
1628056104,anger,NURSES are being given acting lessons -- to help them cope with irate patients . 
1608976766,anger,Shit wat zit er veel emotie in Pattern 2.   #hate
1684780070,surprise,cant wait for my friends to see the the twins and I did for them! :D
1648195998,surprise,wow . My aunt work today 
1625600588,anger,I was very angry at my father when he didn't give me as much money as my brother to use for studying. Once again my brother was better off then me.
1642076795,fear,"It's time to pick a cover for the next issue! Any ideas for our theme, followers?"
1639738957,surprise,had a dream with rob in it. we were working out with some twi cast where rob ended up injuring a finger. #butwhatdoesitmean
1683014468,joy,"@ShellyAsquith essentially, but not unusually...still, major point of contention between my non-unionised self and the bosses! "
1612094992,surprise,Im going to go give a visit to a friend of mine tomorrow 
1667925337,fear, Why can't I call the police now ? He was definitely following me ! 
1604729468,joy,Christmas music makes me happy. 
1633524110,disgust,"But equally , it provided a home for some of the darkest forms of distrust of and revulsion from sex and marriage . "
1648370122,joy,so its that time of night where i just have this burst of energy and i wont be able to go to sleep for another hour or two. lol 
1633319366,joy,Oh alarm clock you were accidentally changed to 3AM? 
1698925415,fear,Deer won't come to me:( I'm aloneee. I feel like Edward Cullen's gonna come eat me any time now @kdodssss 
1630067005,surprise,@KatiePiper_ Aaaaahh &quot;señorita&quot; !!! Today I woke up with the good news that my &quot;blue&quot; order is almost ready. ;)
1619962897,joy," Sure . Once you get the hang of it , it ’ s a piece of cake ! It ’ s nothing to worry about . "
1694757240,anger, I was never told to go to court . 
1613594490,disgust,Wats worse dan makin pea salad...... Eatin it 
1610525606,fear,Dont believe the lies Look me in my eyes Please dont be scared of me& remember you this feeling isnt new..   dnt 
1661985320,joy,"I have missed you all!  I have found my voice again!  My is always present, your light has been calling me. Thanks  #thejoyofbeingyou"
1648059055,joy,Worry is my heart's most common form of idolatry.  
1631806586,joy,Happy Birthday @Tiny_Trauma &amp; have a great day.  &amp; #Love 2 You
1671677132,joy,Break! Step on an escalator. Let it carry you up. Step off into wide open space &amp; fresh air. Breathe &amp; enjoy! #LJB
1677272023,sadness, is when my Bff moved to another country.. ... I cried till i couldn't cry anymore
1639951913,sadness, The problem is that many poor people might suffer . 
1665416081,fear,The only way I can describe week 13: in Harry Potter when everyone is scared to say Voldemort's name out loud. #PresentedLikeATrueNerd
1623490632,sadness,ugh. so sad now. hopes can be built up &amp; crushed in all of two hours. 
1652147625,sadness,Think I window shop online just to depress myself..  
1612397626,sadness,She in turn had been drawn to him at the time when she was miserable about Jean-Pierre . 
1681088640,sadness,There was a conflict of interest between me and a close friend of mine.  He only thought about his own interest and not about our friendship.  This behaviour hurt his friends.  Another incident is when a friend isolated himself without giving any reasons.
1609602423,fear,"I feared that I was pregnant.  It was not planned and I would have been compelled to have an abortion, which I would not have liked at all.  Fortunately, after a week's anxiety, I got to know that I was not pregnant."
1686171224,neutral," That's true , but then you have to buy a record player . "
1614037003,neutral, I liked it . 
1651104182,fear,"` South Africa must be worried how easily we did get through , and close to their line , because they know that Will Carling and Jeremy Guscott are amongst the quickest in the world . "
1607085075,joy,"Dark Seattle, Half moon, brother driving, me in the passenger seat listening to Moonlight Mile. On way to eat oysters. "
1639887144,neutral," All right , see you later . "
1611117668,joy,"My iPhones back but sensor is still busted, so will forever be putting calls on hold, mute, loud speaker or just hanging up on everyone "
1642195281,neutral, Sure . 
1622925243,joy,I'm going to Japan this year on vacation . 
1642216978,fear,@mylipsyourBLUNT lip it no man #Trust no bitch
1667017054,joy,In less than 10 hours I will be waking up for school. 
1614148404,disgust,"YouTube: my comments belong to me, not you. That means I should have teh rightr to delete them if I wish #fixedwhatisntbroken"
1671495138,joy,David black ass making me feel uncomfortable 
1614122311,anger, You did a horrible job on my hair . 
1683404564,joy,Driving mom to airport in the morning then work from 12-8 #timeforbed
1656646789,joy,The nip in the air reminds me that christmas is here 
1654327245,anger,"He shows his annoyance with some intimidating facial expression , backed up by a sparse selection of adjectival punctuation invariably using the ` f "" word , which he uses with considerable effect . "
1621450746,joy,Highlight of my day....talking to my 17 month old nephew Saron aka Pooh Bear. :-)
1660875458,joy,I left the lights in my car on now it won't start lmfao 
1602876356,joy," everyone this month is the biggest of all, with  and  2012 round the corner now. May u all find RT**"
1657967416,joy," Sure , which beach are we going to ? "
1655044744,surprise,"maken met kind Tip 3: Teken, meet, knip, vouw, zaag en plak kort voor bedtijd. Kind slaapt daarna als een roosje. #moemaarvoldaan"
1603697319,joy,"@TheBodyShopUK playing with my nine month old nephew, when he you make him smile/laugh, it is the BEST feeling! "
1602975788,sadness,"I was alone in my parents' house, having made plans to spend the afternoon with a lover (plans which the lover cancelled), watching a movie and considering my life and circumstances - pressures of examinations in particular."
1642125716,sadness,I was very sad when I heard that my uncle had passed away untimely at home.
1622964311,anger,I learned that my girlfriend had been unjustly missed from work.
1640945089,fear,"@StiCky_Man edu aaa, Go church small! Aaaaaarggh. Unodey God kraaa . Hahaha"
1612232110,fear,My little sister is going to university next year. I'm terrified! @imisssaku cc: @ryanclassic @metricjulie 
1671153813,shame,"The mortified referee ordered the game to end but then was persuaded to leave while one of the linesmen took over , a spectator taking the linesman 's place . "
1626543954,anger,They 're also pretty peeved at what they see as the Ministry of Agriculture 's failure to represent their interests adequately in Brussels . 
1652640941,neutral, What's the big deal ? It's just a picture of some woman . 
1664687559,joy,"Horrible morning, off to another long ass day at work "
1602689724,sadness, I ’ m sorry you didn ’ t get accepted . 
1610442645,joy,I love when people call me baby girl . 
1652795233,anger,His face was livid and bloody . 
1638993152,surprise,I completely forgot I was wearing a pink shirt this morning. Looked down and was expecting my grey pinstripes. #monday
1642173166,neutral, Bye . 
1627237856,anger,"I had a very heavy work load and two colleagues, whom I have nothing against, disturbed me by \terror ringing\"", i.e continously interrupting me by telephoning."""
1672362225,fear,nb $Gettin $ not ah Option doesnt Exist!!
1617775346,joy,"had a WONDERFUL birthday weekend, had to end it to rush back up to... a day full of CANCELED CLASSES "
1613590377,sadness,Late night talks at timmies with van 
1678579047,surprise,Naturally I'm up this late when I have to drive 9 hours tomorrow. 
1691353492,joy,Laying on a bench outside under the trees while the rest of the family decorates. 
1685649578,sadness," Oh , Steven , I made a big mistake . "
1612450324,sadness,I would much rather soup lunch be tomorrow than on Wednesday  
1666378340,anger,A shop in Downtown wouldn't accept my Visa Card - before December last year.
1603001376,sadness,The loss of my mother.
1633392931,surprise,En route vers Heathrow...mais je ne connais toujours pas la destination finale #bigannif
1612450702,joy,i forgot to put product in my hair last night.  today.. 
1625143886,joy,"I am in Calabar. Enjoying the people, weather, food, culture &amp; Delighted to be in Christ. "
1659377128,anger,BLAHHH YOU SUCK LA LA LA I DISLIKE YOU BLAH BLAH.  #Frustration.
1654770427,joy,"A friend once told me, &quot;The secret to a long marriage is not to get divorced! @b_notay     "
1613914989,anger,When a very close friend with whom I have a very intimate and bodily relationship (he had a girlfriend) started to avoid me and didn't want to talk to me any more.
1668183747,sadness,"Había una oferta en el hipercor de 2 ponies de la nueva generación por 7€, pero solo estaban de las protas Rainbow Dash y Futtershy "
1687363510,joy,"God is good all the time! Not just when you're low in life but when you're on top of the world. Remember, He put you where you are. "
1675779069,neutral, I ’ Ve got 30 cousins on my mom ’ s side and 10 cousins on my dad ’ s side . 
1623192671,sadness,General Ye Jianying died.
1668345112,fear," Well , I have acrophobia . I have a chronic fear of flying . "
1605117484,neutral, I will . 
1604921785,joy,Making the best bubble bath by putting every single bath soap in. 
1654519602,sadness, I don ’ t know what happened to me . I just lost it . 
1614717333,joy,"@MoDivineLuv. Good Morning ,Your all happy this morning wanting to dance.... "
1637671066,joy,Cenando en mi casa con la preciosa negrita ! :) {♥♥}
1624202449,fear,"I did not do well in one of the subjects last term.   I was afraid that I would fail.  My result was a grade D, though it was not good I still passed.  I felt more comfortable then.  "
1699690071,sadness,"I'm so glad I wore fuzzy socks with my uggs today, wish I had sweats on today though. #screwjeans"
1695420999,sadness,"Get to work early?  Yep, am proud but to my dismay my supervisor is still not here...  "
1654632610,anger," He ’ s my grandfather , and he never really liked you anyway ! "
1648924981,fear,"Then she was silent , staring at him with horrified eyes . "
1681761092,disgust,why would anyone purchase something you had an artistic input on? 
1662795148,surprise, today is going to be a hell of a day! lol #teamfollowback
1663242777,anger,"Bellybutton said in an indignant voice , as though my question had impugned McIllvanney 's honour . "
1633763812,sadness,"Also, someone took down the Swanson Pyramid of Greatness that was in the lab. "
1638647650,sadness,A father of 4 children killed in an accident.
1648112075,anger,Irishman Mr MacSharry was so furious about Mr Delors ' interference that he resigned his post . 
1641536556,neutral, Travel . 
1692683048,surprise,Love unexpected phone calls! :) #greatnight
1652001043,sadness,No 3 on 3 tourney this morning....hell I don't even think anyone signed up besides me and like 2 people...
1655792317,fear,I am now going to attempt to get my hair cut 
1653876992,sadness,"I'm really sucking at SMB3 tonight. Haven't beaten the first world yet, and only have 14 lives. "
1626297405,anger,I like ligit don't no y kids throw down to rap...COME ON U LOOK Like a fucking idiot!!!! much
1626887174,fear,"There is no room for both  and  no room for and the #HolySpirit. I #trust in the #Lord, and he shall direct my steps."
1659131343,joy,"Normally such a happy , sunny person , she felt a vague disquiet , as though she was changing without her wanting to . "
1628452068,joy,Neighbours recalled how Ms Bailey was overjoyed at the birth of her daughter . 
1661826974,joy,Always a good thing when your plane has to be towed off the Tarmac back to the gate.... #thisisgoingtobealongnight
1629721036,joy,I still have an hour till my doctors appointment.. then I have school.. 
1652935939,anger,@myfishkevin aggressive political tweets stirring the pot in my twitter feed #takeitoutonthebenchpress? #haha
1632889071,sadness,Je suis en train de finir Secret of Mana. Je vais enfin pouvoir mourir en paix.    
1618134266,surprise,"@LouisVanRoy mijn voorziene plannen van morgen vallen net als die v vnv in het water, maar keb nog een plan C ;) "
1647797795,joy,@CallummHall like win the euro lottery! 
1603104095,sadness,What this implies and should express is the field-worker 's moral commitment to his foreign hosts ; this can be the source of much personal anguish and heart-searching . 
1607939667,sadness,"Bus stop cigaret vending machines.& even if you didn't smoke, you are now. "
1628209132,joy,@WATTS_WRONG I wrecked it a couple of weeks ago and found out today its not fixable. Therefore I am without car! 
1695596500,neutral," No , it ’ s not , your astrology sign can tell you a lot about your personality . See ? It says that an Aries is energetic and loves to socialize . "
1643402400,joy,Listening to @Justin_5himer explain the book 101 dalmatians..
1611959852,fear,"He had thus been forced to hide his ignorance , which ill became a bohemian poet , when the trial burst upon a horrified society . "
1620687398,sadness,I'm not stuffed. I don't eat most of this junk 
1691480990,sadness,first semester of  coming to an end :( #wherehasthetimegone
1648620799,shame,Jenna 's face flushed with embarrassment at the way the girl watched in amused surprise . 
1642309096,joy,Joy is always one conversation away with God. Psalm 30:11 
1665249372,joy,"The note of anger carried to the groups and couples passing by , provoking amusement and raised eyebrows . "
1610756422,surprise,"College research papers will be the death of me. Once again, I put it off til the last night. "
1610213713,joy,It is the supreme  of the  to awaken in creative expression and knowledge (Albert Einstein) #motivation #inspiration #music
1671340312,joy,Ugh to fail a math test today 
1669705300,surprise,Lol damn u got it like that? Lol RT @T_Maire: Ugh if I get one more random dick-pick imma scream!
1631364081,joy,School then rehearsal till 5:30 #bye
1626549150,anger,"As in sadness (A), relating to this slaghter of fur-seals."
1623746771,fear,"True that RT @RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;"
1668799595,sadness,I can only listen to Death Cab fro Cutie for short periods of times. 
1620031031,sadness,"She missed him , and missed the companionable secrecy of their relationship , but she was not miserable about it . "
1621107150,sadness,@jiritajackson True! Wawa naman yung mga &quot;dinadamay&quot; nila sa Tuna coupling na yan tsk tsk :(( 
1661285717,fear,all this  news has made me very nervous whenever i see a cop.  even a friendly cop in the mall.  i hate that.  
1601911854,fear,"And the of the #LORD fell on all the kingdoms of the lands that were around #Judah, so that they did not make war against Jehoshaphat."
1615819187,joy,Marcel you got me in twitter jail! &gt;_M 
1659787990,fear,"@rybay &quot;I am not afraid of tomorrow, for I have seen yesterday and I love today #less&quot; #godislove - Rev Run"
1634839619,sadness,@BellaPrincipesa ppl don't care aboot strippers and Bianca's dad gave her away to settle a debt and her ma knows.  
1622909925,joy,"Happiness is not a horse, you cannot harness it. ~ Russian   "
1636349781,joy,"When Christmas holiday started, I felt very joyful when I finished my last exam."
1672634533,sadness,@kenzieee1234 haha we were honestly together five days outta seven all that summer. Idk what happened :( 
1644188418,anger,Getting spit upon makes you wet. It does not make you angry. is your choice. RT @recovengineer
1622753284,anger,I was mad for no reason so now i'm mad that I was so mad before. 
1622136187,fear,Whenever I think of enrolling in Organic Chemistry.
1678167060,joy,give   and today as much as you can.. notice the effect of your mood and the reaction you get from others
1610400303,joy,My prayer for this  is that will reign in the hearts of all Christians everywhere
1680628927,fear,"For anyone that says their not afraid of the dark, I will let you walk into any 1 of the blacked out theaters  "
1611022368,joy,"Though relieved , and fiercely delighted that she had apparently stopped him in his tracks , Polly was apprehensive about going back up on deck . "
1653174961,joy,"I 'm very pleased with how we 've reacted to our bad start to the season . "" "
1683445427,joy, &quot;@heyimELFabulous: @R__Monster school is literally sucking the life out of me. c:&quot;
1642795975,joy,One of life's greatest moments has to be when one finds out his/her true talent & a sad moment is when u realise its SLEEPING ! 
1664574366,joy," If you don't think twice about the rides and go on every ride that you can , you'll have a good time . "
1625315474,joy,I remember being highly amused at his rendering of a young rook 's cry whilst gobbling a worm : it was perfectly true to nature  . 
1616827434,sadness,"@TheNearlyDeads you're not coming to Italy for a live concert, are you? "
1653639944,sadness,the sky isn't always blue and the sun doesn't always shine its okay to fall apart sometimes #everythingwillgetbetter
1606819939,anger,"Just bought dinner for a homeless lady, &amp; gave her money to feed her cat. How the fuck is this situation possible in western Europe? "
1610549533,joy,It may not be snow.. But the colder it gets the closer we will get to ice 
1694958156,sadness,Miss my boy-toy :( can't function without him :( 
1628663104,fear, Nobody told me that before . 
1662693761,anger,Prosecutors were clearly miffed that several businessman changed the statements they had given during investigation of the case .
1685843444,anger, Yes . But why do I have to fill out a form anyway ? This is the emergency room . 
1626062195,joy,I am taking my x-mas photos today with my family!!!! 
1683468315,sadness,"pissed off, was looking 4ward to buying kate Bushs new album; even had it pre-ordered; had to cancel cos the other 1/2 needs the £. "
1637775318,joy,He rules the world with truth and grace. #Jesus
1620098969,sadness,The greatest cause of the Prince 's despondency had been the feeling that he served no useful purpose . 
1644614970,joy,"On my 18th birthday I passed the driving-test. I was glad because I had had to study very much, because I had been lucky and because - as a proof that it was really difficult - not everybody had passed the test."
1613888834,joy,Work in like 9 hours... My first black Friday as a hollister employee. 
1652395883,joy,I have an unbelievably exciting day of laundry and grease removal 
1680526676,neutral," Oh , no . "
1684711045,surprise,Rain in state college? #notreally
1678927925,surprise,Good thing I always dress appropriately I came to visit the baby and the WHOLE family was there 
1694845061,surprise,"Zometeen een moeder verrassen met een totaal arrangement: Kleurenanalyse, Style &amp; Make-up advies en personal shoppen... #zinin"
1626717915,neutral, has told U not to and not to be #afraid.  That should be good enough reason for you to enter this day with #fearless #confidence.
1603668394,joy,Rain home in the rain 
1628748849,disgust,@Chationa in a word. Yes. I nearly vomited all over my windscreen when I heard it on the rado. 
1600937712,sadness,"Not really sure how this happened, but somehow the front cover of my agenda ripped off. And the back cover is like half gone too. "
